epoch,step,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate
9,9,11.683971405029297,5.831291198730469,10.852449417114258,0.688524603843689,11.683971405029297,5.831291198730469,10.852449417114258,0.688524603843689,,,,,,,,
10,10,,,,,,,,,11.695858001708984,5.676650047302246,10.862256050109863,0.7213114500045776,11.695858001708984,5.676650047302246,10.862256050109863,0.7213114500045776
10,10,11.527235984802246,5.719986915588379,10.695539474487305,0.6721311211585999,11.527235984802246,5.719986915588379,10.695539474487305,0.6721311211585999,,,,,,,,
11,11,,,,,,,,,11.620401382446289,5.610175609588623,10.786910057067871,0.7049180269241333,11.620401382446289,5.610175609588623,10.786910057067871,0.7049180269241333
11,11,11.420469284057617,5.6619157791137695,10.587498664855957,0.6721311211585999,11.420469284057617,5.6619157791137695,10.587498664855957,0.6721311211585999,,,,,,,,
12,12,,,,,,,,,11.50912094116211,5.5183024406433105,10.675743103027344,0.7049180269241333,11.50912094116211,5.5183024406433105,10.675743103027344,0.7049180269241333
12,12,11.356996536254883,5.60276460647583,10.523310661315918,0.688524603843689,11.356996536254883,5.60276460647583,10.523310661315918,0.688524603843689,,,,,,,,
13,13,,,,,,,,,11.429203033447266,5.438632011413574,10.595768928527832,0.7049180269241333,11.429203033447266,5.438632011413574,10.595768928527832,0.7049180269241333
13,13,11.257033348083496,5.512064456939697,10.424930572509766,0.688524603843689,11.257033348083496,5.512064456939697,10.424930572509766,0.688524603843689,,,,,,,,
14,14,,,,,,,,,11.38096809387207,5.373083591461182,10.547528266906738,0.7377049326896667,11.38096809387207,5.373083591461182,10.547528266906738,0.7377049326896667
14,14,11.174039840698242,5.440344333648682,10.339709281921387,0.688524603843689,11.174039840698242,5.440344333648682,10.339709281921387,0.688524603843689,,,,,,,,
15,15,,,,,,,,,11.353293418884277,5.319766521453857,10.519877433776855,0.7704917788505554,11.353293418884277,5.319766521453857,10.519877433776855,0.7704917788505554
15,15,11.145353317260742,5.372979164123535,10.313467979431152,0.688524603843689,11.145353317260742,5.372979164123535,10.313467979431152,0.688524603843689,,,,,,,,
16,16,,,,,,,,,11.322799682617188,5.284450054168701,10.489359855651855,0.7540983557701111,11.322799682617188,5.284450054168701,10.489359855651855,0.7540983557701111
16,16,11.089262008666992,5.326166152954102,10.255865097045898,0.688524603843689,11.089262008666992,5.326166152954102,10.255865097045898,0.688524603843689,,,,,,,,
17,17,,,,,,,,,11.163591384887695,5.240962028503418,10.330181121826172,0.7540983557701111,11.163591384887695,5.240962028503418,10.330181121826172,0.7540983557701111
17,17,11.026566505432129,5.278088092803955,10.192831993103027,0.688524603843689,11.026566505432129,5.278088092803955,10.192831993103027,0.688524603843689,,,,,,,,
18,18,,,,,,,,,10.980110168457031,5.199515342712402,10.146706581115723,0.7540983557701111,10.980110168457031,5.199515342712402,10.146706581115723,0.7540983557701111
18,18,10.902687072753906,5.247950553894043,10.070558547973633,0.7049180269241333,10.902687072753906,5.247950553894043,10.070558547973633,0.7049180269241333,,,,,,,,
19,19,,,,,,,,,10.812115669250488,5.163882255554199,9.978691101074219,0.7540983557701111,10.812115669250488,5.163882255554199,9.978691101074219,0.7540983557701111
19,19,10.677907943725586,5.1968607902526855,9.843621253967285,0.688524603843689,10.677907943725586,5.1968607902526855,9.843621253967285,0.688524603843689,,,,,,,,
20,20,,,,,,,,,10.754117012023926,5.149471282958984,9.920692443847656,0.7704917788505554,10.754117012023926,5.149471282958984,9.920692443847656,0.7704917788505554
20,20,10.544053077697754,5.159832000732422,9.712528228759766,0.688524603843689,10.544053077697754,5.159832000732422,9.712528228759766,0.688524603843689,,,,,,,,
21,21,,,,,,,,,10.69660758972168,5.133642196655273,9.863216400146484,0.7704917788505554,10.69660758972168,5.133642196655273,9.863216400146484,0.7704917788505554
21,21,10.511381149291992,5.149796009063721,9.679224967956543,0.7213114500045776,10.511381149291992,5.149796009063721,9.679224967956543,0.7213114500045776,,,,,,,,
22,22,,,,,,,,,10.630441665649414,5.122243404388428,9.797035217285156,0.7540983557701111,10.630441665649414,5.122243404388428,9.797035217285156,0.7540983557701111
22,22,10.45442008972168,5.136353969573975,9.619152069091797,0.6721311211585999,10.45442008972168,5.136353969573975,9.619152069091797,0.6721311211585999,,,,,,,,
23,23,,,,,,,,,10.562980651855469,5.114571571350098,9.729559898376465,0.7540983557701111,10.562980651855469,5.114571571350098,9.729559898376465,0.7540983557701111
23,23,10.360099792480469,5.110291957855225,9.525664329528809,0.688524603843689,10.360099792480469,5.110291957855225,9.525664329528809,0.688524603843689,,,,,,,,
24,24,,,,,,,,,10.489770889282227,5.099002838134766,9.656362533569336,0.7540983557701111,10.489770889282227,5.099002838134766,9.656362533569336,0.7540983557701111
24,24,10.283226013183594,5.106749534606934,9.450418472290039,0.688524603843689,10.283226013183594,5.106749534606934,9.450418472290039,0.688524603843689,,,,,,,,
25,25,,,,,,,,,10.399956703186035,5.070890426635742,9.566577911376953,0.7540983557701111,10.399956703186035,5.070890426635742,9.566577911376953,0.7540983557701111
25,25,10.247183799743652,5.090545654296875,9.414444923400879,0.688524603843689,10.247183799743652,5.090545654296875,9.414444923400879,0.688524603843689,,,,,,,,
26,26,,,,,,,,,10.335708618164062,5.0376811027526855,9.502365112304688,0.7868852615356445,10.335708618164062,5.0376811027526855,9.502365112304688,0.7868852615356445
26,26,10.158758163452148,5.060970306396484,9.324566841125488,0.7213114500045776,10.158758163452148,5.060970306396484,9.324566841125488,0.7213114500045776,,,,,,,,
27,27,,,,,,,,,10.305386543273926,5.010192394256592,9.472077369689941,0.7868852615356445,10.305386543273926,5.010192394256592,9.472077369689941,0.7868852615356445
27,27,10.091129302978516,5.026849269866943,9.257832527160645,0.7049180269241333,10.091129302978516,5.026849269866943,9.257832527160645,0.7049180269241333,,,,,,,,
28,28,,,,,,,,,10.275989532470703,4.987951755523682,9.442724227905273,0.7868852615356445,10.275989532470703,4.987951755523682,9.442724227905273,0.7868852615356445
28,28,10.0306396484375,4.994679927825928,9.196462631225586,0.7049180269241333,10.0306396484375,4.994679927825928,9.196462631225586,0.7049180269241333,,,,,,,,
29,29,,,,,,,,,10.203744888305664,4.964827060699463,9.370532989501953,0.7868852615356445,10.203744888305664,4.964827060699463,9.370532989501953,0.7868852615356445
29,29,10.00655746459961,4.979944229125977,9.173057556152344,0.7213114500045776,10.00655746459961,4.979944229125977,9.173057556152344,0.7213114500045776,,,,,,,,
30,30,,,,,,,,,10.148420333862305,4.953686237335205,9.315191268920898,0.7704917788505554,10.148420333862305,4.953686237335205,9.315191268920898,0.7704917788505554
30,30,9.930135726928711,4.955171585083008,9.097162246704102,0.7213114500045776,9.930135726928711,4.955171585083008,9.097162246704102,0.7213114500045776,,,,,,,,
31,31,,,,,,,,,10.096050262451172,4.943704128265381,9.262798309326172,0.7540983557701111,10.096050262451172,4.943704128265381,9.262798309326172,0.7540983557701111
31,31,9.867643356323242,4.943994045257568,9.033283233642578,0.7213114500045776,9.867643356323242,4.943994045257568,9.033283233642578,0.7213114500045776,,,,,,,,
32,32,,,,,,,,,10.049145698547363,4.934194087982178,9.21591854095459,0.7540983557701111,10.049145698547363,4.934194087982178,9.21591854095459,0.7540983557701111
32,32,9.83734130859375,4.928714752197266,9.00400161743164,0.7049180269241333,9.83734130859375,4.928714752197266,9.00400161743164,0.7049180269241333,,,,,,,,
33,33,,,,,,,,,10.017864227294922,4.9250898361206055,9.184627532958984,0.7704917788505554,10.017864227294922,4.9250898361206055,9.184627532958984,0.7704917788505554
33,33,9.791350364685059,4.916806697845459,8.958929061889648,0.7049180269241333,9.791350364685059,4.916806697845459,8.958929061889648,0.7049180269241333,,,,,,,,
34,34,,,,,,,,,10.003479957580566,4.914710998535156,9.170271873474121,0.7704917788505554,10.003479957580566,4.914710998535156,9.170271873474121,0.7704917788505554
34,34,9.759723663330078,4.911803722381592,8.927690505981445,0.7377049326896667,9.759723663330078,4.911803722381592,8.927690505981445,0.7377049326896667,,,,,,,,
35,35,,,,,,,,,9.981178283691406,4.904629707336426,9.147916793823242,0.7704917788505554,9.981178283691406,4.904629707336426,9.147916793823242,0.7704917788505554
35,35,9.753405570983887,4.9030985832214355,8.919760704040527,0.7049180269241333,9.753405570983887,4.9030985832214355,8.919760704040527,0.7049180269241333,,,,,,,,
36,36,,,,,,,,,9.949790000915527,4.895054340362549,9.116537094116211,0.7704917788505554,9.949790000915527,4.895054340362549,9.116537094116211,0.7704917788505554
36,36,9.72879695892334,4.891719818115234,8.897558212280273,0.7049180269241333,9.72879695892334,4.891719818115234,8.897558212280273,0.7049180269241333,,,,,,,,
37,37,,,,,,,,,9.935500144958496,4.88624906539917,9.102262496948242,0.7540983557701111,9.935500144958496,4.88624906539917,9.102262496948242,0.7540983557701111
37,37,9.710947036743164,4.888058185577393,8.876498222351074,0.7049180269241333,9.710947036743164,4.888058185577393,8.876498222351074,0.7049180269241333,,,,,,,,
38,38,,,,,,,,,9.914566993713379,4.877849578857422,9.081332206726074,0.7540983557701111,9.914566993713379,4.877849578857422,9.081332206726074,0.7540983557701111
38,38,9.685776710510254,4.878753185272217,8.851537704467773,0.6721311211585999,9.685776710510254,4.878753185272217,8.851537704467773,0.6721311211585999,,,,,,,,
39,39,,,,,,,,,9.868764877319336,4.868894577026367,9.035486221313477,0.7540983557701111,9.868764877319336,4.868894577026367,9.035486221313477,0.7540983557701111
39,39,9.666172981262207,4.878596782684326,8.833577156066895,0.688524603843689,9.666172981262207,4.878596782684326,8.833577156066895,0.688524603843689,,,,,,,,
40,40,,,,,,,,,9.851059913635254,4.865525722503662,9.017765998840332,0.7540983557701111,9.851059913635254,4.865525722503662,9.017765998840332,0.7540983557701111
40,40,9.631037712097168,4.870417594909668,8.797532081604004,0.7049180269241333,9.631037712097168,4.870417594909668,8.797532081604004,0.7049180269241333,,,,,,,,
41,41,,,,,,,,,9.836407661437988,4.8619160652160645,9.003087997436523,0.7540983557701111,9.836407661437988,4.8619160652160645,9.003087997436523,0.7540983557701111
41,41,9.6040620803833,4.861348628997803,8.770691871643066,0.7049180269241333,9.6040620803833,4.861348628997803,8.770691871643066,0.7049180269241333,,,,,,,,
42,42,,,,,,,,,9.822551727294922,4.8592915534973145,8.989209175109863,0.7540983557701111,9.822551727294922,4.8592915534973145,8.989209175109863,0.7540983557701111
42,42,9.5828275680542,4.853410720825195,8.749289512634277,0.688524603843689,9.5828275680542,4.853410720825195,8.749289512634277,0.688524603843689,,,,,,,,
43,43,,,,,,,,,9.822410583496094,4.856035232543945,8.98908805847168,0.7704917788505554,9.822410583496094,4.856035232543945,8.98908805847168,0.7704917788505554
43,43,9.62356185913086,4.842290878295898,8.790228843688965,0.7049180269241333,9.62356185913086,4.842290878295898,8.790228843688965,0.7049180269241333,,,,,,,,
44,44,,,,,,,,,9.821557998657227,4.852578639984131,8.988227844238281,0.7868852615356445,9.821557998657227,4.852578639984131,8.988227844238281,0.7868852615356445
44,44,9.6005277633667,4.855700969696045,8.767050743103027,0.7049180269241333,9.6005277633667,4.855700969696045,8.767050743103027,0.7049180269241333,,,,,,,,
45,45,,,,,,,,,9.822669982910156,4.848645210266113,8.989356994628906,0.7704917788505554,9.822669982910156,4.848645210266113,8.989356994628906,0.7704917788505554
45,45,9.553976058959961,4.840039253234863,8.719392776489258,0.688524603843689,9.553976058959961,4.840039253234863,8.719392776489258,0.688524603843689,,,,,,,,
46,46,,,,,,,,,9.816339492797852,4.844631671905518,8.983044624328613,0.7704917788505554,9.816339492797852,4.844631671905518,8.983044624328613,0.7704917788505554
46,46,9.518684387207031,4.829708099365234,8.68553352355957,0.7049180269241333,9.518684387207031,4.829708099365234,8.68553352355957,0.7049180269241333,,,,,,,,
47,47,,,,,,,,,9.810826301574707,4.8402228355407715,8.977516174316406,0.7704917788505554,9.810826301574707,4.8402228355407715,8.977516174316406,0.7704917788505554
47,47,9.598082542419434,4.842047214508057,8.763872146606445,0.7049180269241333,9.598082542419434,4.842047214508057,8.763872146606445,0.7049180269241333,,,,,,,,
48,48,,,,,,,,,9.804503440856934,4.836416721343994,8.971240997314453,0.7704917788505554,9.804503440856934,4.836416721343994,8.971240997314453,0.7704917788505554
48,48,9.535804748535156,4.828902721405029,8.703896522521973,0.6721311211585999,9.535804748535156,4.828902721405029,8.703896522521973,0.6721311211585999,,,,,,,,
49,49,,,,,,,,,9.791707038879395,4.8319010734558105,8.958431243896484,0.7704917788505554,9.791707038879395,4.8319010734558105,8.958431243896484,0.7704917788505554
49,49,9.575884819030762,4.832568645477295,8.741877555847168,0.6721311211585999,9.575884819030762,4.832568645477295,8.741877555847168,0.6721311211585999,,,,,,,,
50,50,,,,,,,,,9.780462265014648,4.8292317390441895,8.947195053100586,0.7704917788505554,9.780462265014648,4.8292317390441895,8.947195053100586,0.7704917788505554
50,50,9.532821655273438,4.8218159675598145,8.699545860290527,0.688524603843689,9.532821655273438,4.8218159675598145,8.699545860290527,0.688524603843689,,,,,,,,
51,51,,,,,,,,,9.76699161529541,4.826347827911377,8.933713912963867,0.7704917788505554,9.76699161529541,4.826347827911377,8.933713912963867,0.7704917788505554
51,51,9.529391288757324,4.81746244430542,8.695152282714844,0.688524603843689,9.529391288757324,4.81746244430542,8.695152282714844,0.688524603843689,,,,,,,,
52,52,,,,,,,,,9.758995056152344,4.8236002922058105,8.925716400146484,0.7704917788505554,9.758995056152344,4.8236002922058105,8.925716400146484,0.7704917788505554
52,52,9.503546714782715,4.820652961730957,8.670096397399902,0.688524603843689,9.503546714782715,4.820652961730957,8.670096397399902,0.688524603843689,,,,,,,,
53,53,,,,,,,,,9.753355026245117,4.820815563201904,8.92009162902832,0.7704917788505554,9.753355026245117,4.820815563201904,8.92009162902832,0.7704917788505554
53,53,9.524333000183105,4.82161808013916,8.69054889678955,0.688524603843689,9.524333000183105,4.82161808013916,8.69054889678955,0.688524603843689,,,,,,,,
54,54,,,,,,,,,9.751328468322754,4.818106174468994,8.918066024780273,0.7704917788505554,9.751328468322754,4.818106174468994,8.918066024780273,0.7704917788505554
54,54,9.474373817443848,4.81556510925293,8.641610145568848,0.7049180269241333,9.474373817443848,4.81556510925293,8.641610145568848,0.7049180269241333,,,,,,,,
55,55,,,,,,,,,9.747025489807129,4.815786838531494,8.91375732421875,0.7704917788505554,9.747025489807129,4.815786838531494,8.91375732421875,0.7704917788505554
55,55,9.547446250915527,4.813115119934082,8.71508502960205,0.7049180269241333,9.547446250915527,4.813115119934082,8.71508502960205,0.7049180269241333,,,,,,,,
56,56,,,,,,,,,9.748175621032715,4.81325101852417,8.914922714233398,0.7704917788505554,9.748175621032715,4.81325101852417,8.914922714233398,0.7704917788505554
56,56,9.501052856445312,4.801027297973633,8.667285919189453,0.6721311211585999,9.501052856445312,4.801027297973633,8.667285919189453,0.6721311211585999,,,,,,,,
57,57,,,,,,,,,9.748044967651367,4.8104424476623535,8.914798736572266,0.7704917788505554,9.748044967651367,4.8104424476623535,8.914798736572266,0.7704917788505554
57,57,9.540316581726074,4.813534259796143,8.707330703735352,0.688524603843689,9.540316581726074,4.813534259796143,8.707330703735352,0.688524603843689,,,,,,,,
58,58,,,,,,,,,9.743504524230957,4.807713508605957,8.910258293151855,0.7704917788505554,9.743504524230957,4.807713508605957,8.910258293151855,0.7704917788505554
58,58,9.450450897216797,4.809262752532959,8.616193771362305,0.6721311211585999,9.450450897216797,4.809262752532959,8.616193771362305,0.6721311211585999,,,,,,,,
59,59,,,,,,,,,9.735419273376465,4.8051533699035645,8.902172088623047,0.7540983557701111,9.735419273376465,4.8051533699035645,8.902172088623047,0.7540983557701111
59,59,9.489602088928223,4.798181533813477,8.655754089355469,0.688524603843689,9.489602088928223,4.798181533813477,8.655754089355469,0.688524603843689,,,,,,,,
60,60,,,,,,,,,9.728011131286621,4.802422046661377,8.894765853881836,0.7540983557701111,9.728011131286621,4.802422046661377,8.894765853881836,0.7540983557701111
60,60,9.457625389099121,4.7962775230407715,8.624810218811035,0.688524603843689,9.457625389099121,4.7962775230407715,8.624810218811035,0.688524603843689,,,,,,,,
61,61,,,,,,,,,9.721023559570312,4.799965858459473,8.887763023376465,0.7540983557701111,9.721023559570312,4.799965858459473,8.887763023376465,0.7540983557701111
61,61,9.484749794006348,4.795756816864014,8.651037216186523,0.688524603843689,9.484749794006348,4.795756816864014,8.651037216186523,0.688524603843689,,,,,,,,
62,62,,,,,,,,,9.72153377532959,4.797197341918945,8.888288497924805,0.7540983557701111,9.72153377532959,4.797197341918945,8.888288497924805,0.7540983557701111
62,62,9.422040939331055,4.797685146331787,8.589364051818848,0.6721311211585999,9.422040939331055,4.797685146331787,8.589364051818848,0.6721311211585999,,,,,,,,
63,63,,,,,,,,,9.724320411682129,4.794254779815674,8.891077041625977,0.7540983557701111,9.724320411682129,4.794254779815674,8.891077041625977,0.7540983557701111
63,63,9.436588287353516,4.795137405395508,8.605158805847168,0.6721311211585999,9.436588287353516,4.795137405395508,8.605158805847168,0.6721311211585999,,,,,,,,
64,64,,,,,,,,,9.722602844238281,4.791586875915527,8.889331817626953,0.7540983557701111,9.722602844238281,4.791586875915527,8.889331817626953,0.7540983557701111
64,64,9.455784797668457,4.790652751922607,8.621870994567871,0.688524603843689,9.455784797668457,4.790652751922607,8.621870994567871,0.688524603843689,,,,,,,,
65,65,,,,,,,,,9.710654258728027,4.789257049560547,8.877367973327637,0.7540983557701111,9.710654258728027,4.789257049560547,8.877367973327637,0.7540983557701111
65,65,9.468908309936523,4.787578582763672,8.635586738586426,0.6721311211585999,9.468908309936523,4.787578582763672,8.635586738586426,0.6721311211585999,,,,,,,,
66,66,,,,,,,,,9.698626518249512,4.786593914031982,8.865354537963867,0.7377049326896667,9.698626518249512,4.786593914031982,8.865354537963867,0.7377049326896667
66,66,9.44900131225586,4.788784503936768,8.616230010986328,0.688524603843689,9.44900131225586,4.788784503936768,8.616230010986328,0.688524603843689,,,,,,,,
67,67,,,,,,,,,9.681864738464355,4.783925533294678,8.84860610961914,0.7377049326896667,9.681864738464355,4.783925533294678,8.84860610961914,0.7377049326896667
67,67,9.433637619018555,4.772502899169922,8.600668907165527,0.688524603843689,9.433637619018555,4.772502899169922,8.600668907165527,0.688524603843689,,,,,,,,
68,68,,,,,,,,,9.663555145263672,4.781105041503906,8.830245018005371,0.7377049326896667,9.663555145263672,4.781105041503906,8.830245018005371,0.7377049326896667
68,68,9.419452667236328,4.78012228012085,8.584746360778809,0.6721311211585999,9.419452667236328,4.78012228012085,8.584746360778809,0.6721311211585999,,,,,,,,
69,69,,,,,,,,,9.648542404174805,4.778700351715088,8.8152494430542,0.7213114500045776,9.648542404174805,4.778700351715088,8.8152494430542,0.7213114500045776
69,69,9.413881301879883,4.771858215332031,8.580302238464355,0.6721311211585999,9.413881301879883,4.771858215332031,8.580302238464355,0.6721311211585999,,,,,,,,
70,70,,,,,,,,,9.639484405517578,4.776177406311035,8.806193351745605,0.7377049326896667,9.639484405517578,4.776177406311035,8.806193351745605,0.7377049326896667
70,70,9.359506607055664,4.768436431884766,8.525922775268555,0.6721311211585999,9.359506607055664,4.768436431884766,8.525922775268555,0.6721311211585999,,,,,,,,
71,71,,,,,,,,,9.636893272399902,4.77337646484375,8.803627967834473,0.7377049326896667,9.636893272399902,4.77337646484375,8.803627967834473,0.7377049326896667
71,71,9.408451080322266,4.773463726043701,8.575183868408203,0.7049180269241333,9.408451080322266,4.773463726043701,8.575183868408203,0.7049180269241333,,,,,,,,
72,72,,,,,,,,,9.63920783996582,4.770327091217041,8.805947303771973,0.7377049326896667,9.63920783996582,4.770327091217041,8.805947303771973,0.7377049326896667
72,72,9.400198936462402,4.7595038414001465,8.5667724609375,0.688524603843689,9.400198936462402,4.7595038414001465,8.5667724609375,0.688524603843689,,,,,,,,
73,73,,,,,,,,,9.63791275024414,4.767784118652344,8.804637908935547,0.7377049326896667,9.63791275024414,4.767784118652344,8.804637908935547,0.7377049326896667
73,73,9.410213470458984,4.762404918670654,8.576041221618652,0.6721311211585999,9.410213470458984,4.762404918670654,8.576041221618652,0.6721311211585999,,,,,,,,
74,74,,,,,,,,,9.646374702453613,4.764617443084717,8.813097953796387,0.7540983557701111,9.646374702453613,4.764617443084717,8.813097953796387,0.7540983557701111
74,74,9.405295372009277,4.763413906097412,8.571409225463867,0.688524603843689,9.405295372009277,4.763413906097412,8.571409225463867,0.688524603843689,,,,,,,,
75,75,,,,,,,,,9.652579307556152,4.7618279457092285,8.819303512573242,0.7540983557701111,9.652579307556152,4.7618279457092285,8.819303512573242,0.7540983557701111
75,75,9.423630714416504,4.755843639373779,8.59029483795166,0.7213114500045776,9.423630714416504,4.755843639373779,8.59029483795166,0.7213114500045776,,,,,,,,
76,76,,,,,,,,,9.65645980834961,4.759246349334717,8.82316780090332,0.7540983557701111,9.65645980834961,4.759246349334717,8.82316780090332,0.7540983557701111
76,76,9.372146606445312,4.7539238929748535,8.539200782775879,0.688524603843689,9.372146606445312,4.7539238929748535,8.539200782775879,0.688524603843689,,,,,,,,
77,77,,,,,,,,,9.652732849121094,4.7569804191589355,8.819425582885742,0.7540983557701111,9.652732849121094,4.7569804191589355,8.819425582885742,0.7540983557701111
77,77,9.310297966003418,4.757475852966309,8.4768705368042,0.6721311211585999,9.310297966003418,4.757475852966309,8.4768705368042,0.6721311211585999,,,,,,,,
78,78,,,,,,,,,9.642990112304688,4.754824161529541,8.80971622467041,0.7540983557701111,9.642990112304688,4.754824161529541,8.80971622467041,0.7540983557701111
78,78,9.424607276916504,4.750685691833496,8.590760231018066,0.6721311211585999,9.424607276916504,4.750685691833496,8.590760231018066,0.6721311211585999,,,,,,,,
79,79,,,,,,,,,9.629846572875977,4.752903938293457,8.796542167663574,0.7377049326896667,9.629846572875977,4.752903938293457,8.796542167663574,0.7377049326896667
79,79,9.409786224365234,4.751510143280029,8.576275825500488,0.7049180269241333,9.409786224365234,4.751510143280029,8.576275825500488,0.7049180269241333,,,,,,,,
80,80,,,,,,,,,9.612565040588379,4.751206874847412,8.779261589050293,0.7377049326896667,9.612565040588379,4.751206874847412,8.779261589050293,0.7377049326896667
80,80,9.382467269897461,4.747325420379639,8.548669815063477,0.6721311211585999,9.382467269897461,4.747325420379639,8.548669815063477,0.6721311211585999,,,,,,,,
81,81,,,,,,,,,9.595512390136719,4.749597549438477,8.762225151062012,0.7377049326896667,9.595512390136719,4.749597549438477,8.762225151062012,0.7377049326896667
81,81,9.349939346313477,4.746690273284912,8.516680717468262,0.688524603843689,9.349939346313477,4.746690273284912,8.516680717468262,0.688524603843689,,,,,,,,
82,82,,,,,,,,,9.577871322631836,4.747976303100586,8.744584083557129,0.7213114500045776,9.577871322631836,4.747976303100586,8.744584083557129,0.7213114500045776
82,82,9.335049629211426,4.736193656921387,8.499939918518066,0.688524603843689,9.335049629211426,4.736193656921387,8.499939918518066,0.688524603843689,,,,,,,,
83,83,,,,,,,,,9.565037727355957,4.746416091918945,8.731748580932617,0.7213114500045776,9.565037727355957,4.746416091918945,8.731748580932617,0.7213114500045776
83,83,9.336438179016113,4.741501331329346,8.50280475616455,0.6557376980781555,9.336438179016113,4.741501331329346,8.50280475616455,0.6557376980781555,,,,,,,,
84,84,,,,,,,,,9.558143615722656,4.7448625564575195,8.724853515625,0.7213114500045776,9.558143615722656,4.7448625564575195,8.724853515625,0.7213114500045776
84,84,9.314942359924316,4.7293620109558105,8.482078552246094,0.6557376980781555,9.314942359924316,4.7293620109558105,8.482078552246094,0.6557376980781555,,,,,,,,
85,85,,,,,,,,,9.554485321044922,4.743323802947998,8.721198081970215,0.7213114500045776,9.554485321044922,4.743323802947998,8.721198081970215,0.7213114500045776
85,85,9.289000511169434,4.736502170562744,8.45449447631836,0.6721311211585999,9.289000511169434,4.736502170562744,8.45449447631836,0.6721311211585999,,,,,,,,
86,86,,,,,,,,,9.555532455444336,4.7415032386779785,8.722261428833008,0.7213114500045776,9.555532455444336,4.7415032386779785,8.722261428833008,0.7213114500045776
86,86,9.284317970275879,4.746333599090576,8.452775955200195,0.6721311211585999,9.284317970275879,4.746333599090576,8.452775955200195,0.6721311211585999,,,,,,,,
87,87,,,,,,,,,9.560598373413086,4.739131450653076,8.727310180664062,0.7213114500045776,9.560598373413086,4.739131450653076,8.727310180664062,0.7213114500045776
